"","lsoa11cd","LSOA.Name","LA.Code..2018.boundaries.","LA.name..2018.boundaries.","LA.Code..2021.boundaries.","LA.name..2021.boundaries.","All.Ages","Aged.65."
"466","E01006990","Sefton 013E","E08000014","Sefton","E08000014","Sefton",1226,383
"467","E01006991","Sefton 015A","E08000014","Sefton","E08000014","Sefton",1400,508
"468","E01006992","Sefton 015B","E08000014","Sefton","E08000014","Sefton",1105,314
"469","E01006993","Sefton 015C","E08000014","Sefton","E08000014","Sefton",1466,449
"470","E01006994","Sefton 007C","E08000014","Sefton","E08000014","Sefton",1737,248
"471","E01006995","Sefton 008A","E08000014","Sefton","E08000014","Sefton",1262,242
"472","E01006996","Sefton 007D","E08000014","Sefton","E08000014","Sefton",1855,317
"473","E01006997","Sefton 008B","E08000014","Sefton","E08000014","Sefton",1483,233
"474","E01006998","Sefton 007E","E08000014","Sefton","E08000014","Sefton",1688,226
"475","E01006999","Sefton 008C","E08000014","Sefton","E08000014","Sefton",1520,399
"476","E01007000","Sefton 008D","E08000014","Sefton","E08000014","Sefton",1352,212
"477","E01007001","Sefton 008E","E08000014","Sefton","E08000014","Sefton",1884,283
"478","E01007002","Sefton 008F","E08000014","Sefton","E08000014","Sefton",1606,409
"479","E01007003","Sefton 036B","E08000014","Sefton","E08000014","Sefton",1238,186
"480","E01007004","Sefton 034A","E08000014","Sefton","E08000014","Sefton",1340,181
"481","E01007005","Sefton 034B","E08000014","Sefton","E08000014","Sefton",1421,184
"482","E01007006","Sefton 036C","E08000014","Sefton","E08000014","Sefton",1433,205
"483","E01007007","Sefton 037B","E08000014","Sefton","E08000014","Sefton",1340,224
"484","E01007008","Sefton 037C","E08000014","Sefton","E08000014","Sefton",1310,161
"485","E01007009","Sefton 037D","E08000014","Sefton","E08000014","Sefton",1634,288
"486","E01007010","Sefton 037E","E08000014","Sefton","E08000014","Sefton",1470,134
"487","E01007011","Sefton 034C","E08000014","Sefton","E08000014","Sefton",1530,236
"488","E01007012","Sefton 036D","E08000014","Sefton","E08000014","Sefton",1301,176
"489","E01007013","Sefton 036E","E08000014","Sefton","E08000014","Sefton",1560,197
"490","E01007014","Sefton 033B","E08000014","Sefton","E08000014","Sefton",1525,326
"491","E01007016","Sefton 034D","E08000014","Sefton","E08000014","Sefton",1785,207
"492","E01007017","Sefton 034E","E08000014","Sefton","E08000014","Sefton",1675,227
"493","E01007019","Sefton 035A","E08000014","Sefton","E08000014","Sefton",1383,168
"494","E01007020","Sefton 021A","E08000014","Sefton","E08000014","Sefton",1380,218
"495","E01007021","Sefton 025A","E08000014","Sefton","E08000014","Sefton",1259,349
"496","E01007022","Sefton 021B","E08000014","Sefton","E08000014","Sefton",1376,302
"497","E01007023","Sefton 021C","E08000014","Sefton","E08000014","Sefton",1308,381
"498","E01007024","Sefton 024C","E08000014","Sefton","E08000014","Sefton",1196,255
"499","E01007025","Sefton 025B","E08000014","Sefton","E08000014","Sefton",1335,325
"500","E01007026","Sefton 024D","E08000014","Sefton","E08000014","Sefton",1198,221
"501","E01007027","Sefton 021D","E08000014","Sefton","E08000014","Sefton",1967,666
"502","E01007028","Sefton 001B","E08000014","Sefton","E08000014","Sefton",1401,339
"503","E01007029","Sefton 001C","E08000014","Sefton","E08000014","Sefton",1168,571
"504","E01007030","Sefton 001D","E08000014","Sefton","E08000014","Sefton",1531,283
"505","E01007031","Sefton 002B","E08000014","Sefton","E08000014","Sefton",1420,319
"506","E01007032","Sefton 002C","E08000014","Sefton","E08000014","Sefton",1376,376
"507","E01007033","Sefton 002D","E08000014","Sefton","E08000014","Sefton",1383,431
"508","E01007034","Sefton 003E","E08000014","Sefton","E08000014","Sefton",1276,400
"509","E01007035","Sefton 002E","E08000014","Sefton","E08000014","Sefton",1373,456
"510","E01007036","Sefton 001E","E08000014","Sefton","E08000014","Sefton",1241,437
"511","E01007037","Sefton 021E","E08000014","Sefton","E08000014","Sefton",1533,461
"512","E01007038","Sefton 021F","E08000014","Sefton","E08000014","Sefton",1394,353
"513","E01007039","Sefton 026A","E08000014","Sefton","E08000014","Sefton",1212,246
"514","E01007040","Sefton 026B","E08000014","Sefton","E08000014","Sefton",1856,334
"515","E01007041","Sefton 027A","E08000014","Sefton","E08000014","Sefton",1398,261
"516","E01007042","Sefton 026C","E08000014","Sefton","E08000014","Sefton",1260,286
"517","E01007043","Sefton 027B","E08000014","Sefton","E08000014","Sefton",1347,415
"518","E01007044","Sefton 026D","E08000014","Sefton","E08000014","Sefton",1418,443
"519","E01007045","Sefton 026E","E08000014","Sefton","E08000014","Sefton",1216,309
"520","E01007046","Sefton 027C","E08000014","Sefton","E08000014","Sefton",1689,319
"521","E01007047","Sefton 033E","E08000014","Sefton","E08000014","Sefton",1483,319
"522","E01007048","Sefton 029A","E08000014","Sefton","E08000014","Sefton",1719,175
"523","E01007049","Sefton 035B","E08000014","Sefton","E08000014","Sefton",1888,315
"524","E01007050","Sefton 035C","E08000014","Sefton","E08000014","Sefton",1278,260
"525","E01007051","Sefton 035D","E08000014","Sefton","E08000014","Sefton",1136,193
"526","E01007052","Sefton 035E","E08000014","Sefton","E08000014","Sefton",1393,211
"527","E01007053","Sefton 027D","E08000014","Sefton","E08000014","Sefton",1328,243
"528","E01007054","Sefton 029B","E08000014","Sefton","E08000014","Sefton",1342,297
"529","E01007055","Sefton 005A","E08000014","Sefton","E08000014","Sefton",1513,213
"530","E01007056","Sefton 005B","E08000014","Sefton","E08000014","Sefton",1688,266
"531","E01007057","Sefton 005C","E08000014","Sefton","E08000014","Sefton",1595,258
"532","E01007058","Sefton 006A","E08000014","Sefton","E08000014","Sefton",1373,235
"533","E01007059","Sefton 006B","E08000014","Sefton","E08000014","Sefton",1522,249
"534","E01007060","Sefton 006C","E08000014","Sefton","E08000014","Sefton",1499,298
"535","E01007061","Sefton 006D","E08000014","Sefton","E08000014","Sefton",1754,245
"536","E01007062","Sefton 005D","E08000014","Sefton","E08000014","Sefton",1457,284
"537","E01007063","Sefton 005E","E08000014","Sefton","E08000014","Sefton",1507,272
"538","E01007064","Sefton 006E","E08000014","Sefton","E08000014","Sefton",1329,209
"539","E01007065","Sefton 020A","E08000014","Sefton","E08000014","Sefton",1311,238
"540","E01007066","Sefton 020B","E08000014","Sefton","E08000014","Sefton",1490,280
"541","E01007067","Sefton 017A","E08000014","Sefton","E08000014","Sefton",1329,391
"542","E01007068","Sefton 017B","E08000014","Sefton","E08000014","Sefton",1183,323
"543","E01007069","Sefton 017C","E08000014","Sefton","E08000014","Sefton",1387,402
"544","E01007070","Sefton 017D","E08000014","Sefton","E08000014","Sefton",1409,474
"545","E01007071","Sefton 020C","E08000014","Sefton","E08000014","Sefton",1261,333
"546","E01007072","Sefton 020D","E08000014","Sefton","E08000014","Sefton",1375,570
"547","E01007073","Sefton 020E","E08000014","Sefton","E08000014","Sefton",1245,286
"548","E01007074","Sefton 019A","E08000014","Sefton","E08000014","Sefton",1371,314
"549","E01007075","Sefton 016A","E08000014","Sefton","E08000014","Sefton",1344,449
"550","E01007076","Sefton 016B","E08000014","Sefton","E08000014","Sefton",1607,379
"551","E01007077","Sefton 016C","E08000014","Sefton","E08000014","Sefton",1390,323
"552","E01007078","Sefton 015D","E08000014","Sefton","E08000014","Sefton",1543,499
"553","E01007079","Sefton 014B","E08000014","Sefton","E08000014","Sefton",1578,551
"554","E01007080","Sefton 014C","E08000014","Sefton","E08000014","Sefton",1389,411
"555","E01007081","Sefton 014D","E08000014","Sefton","E08000014","Sefton",1650,680
"556","E01007082","Sefton 016D","E08000014","Sefton","E08000014","Sefton",1264,363
"557","E01007083","Sefton 023A","E08000014","Sefton","E08000014","Sefton",1144,239
"558","E01007084","Sefton 027E","E08000014","Sefton","E08000014","Sefton",1301,238
"559","E01007085","Sefton 023B","E08000014","Sefton","E08000014","Sefton",1319,195
"560","E01007086","Sefton 023C","E08000014","Sefton","E08000014","Sefton",1143,259
"561","E01007087","Sefton 029C","E08000014","Sefton","E08000014","Sefton",1332,219
"562","E01007088","Sefton 029D","E08000014","Sefton","E08000014","Sefton",1268,232
"563","E01007089","Sefton 024E","E08000014","Sefton","E08000014","Sefton",1365,226
"564","E01007090","Sefton 029E","E08000014","Sefton","E08000014","Sefton",1245,173
"565","E01007091","Sefton 023D","E08000014","Sefton","E08000014","Sefton",1243,287
"566","E01007092","Sefton 023E","E08000014","Sefton","E08000014","Sefton",1154,207
"567","E01007095","Sefton 018C","E08000014","Sefton","E08000014","Sefton",1603,491
"568","E01007096","Sefton 018D","E08000014","Sefton","E08000014","Sefton",1278,395
"569","E01007097","Sefton 019B","E08000014","Sefton","E08000014","Sefton",1469,420
"570","E01007098","Sefton 019C","E08000014","Sefton","E08000014","Sefton",1445,465
"571","E01007099","Sefton 019D","E08000014","Sefton","E08000014","Sefton",1467,620
"572","E01007100","Sefton 018E","E08000014","Sefton","E08000014","Sefton",1261,350
"573","E01007101","Sefton 017E","E08000014","Sefton","E08000014","Sefton",1390,425
"574","E01007102","Sefton 030D","E08000014","Sefton","E08000014","Sefton",1516,226
"575","E01007103","Sefton 030E","E08000014","Sefton","E08000014","Sefton",1446,273
"576","E01007104","Sefton 028D","E08000014","Sefton","E08000014","Sefton",1414,317
"577","E01007105","Sefton 025C","E08000014","Sefton","E08000014","Sefton",1610,387
"578","E01007106","Sefton 025D","E08000014","Sefton","E08000014","Sefton",1664,303
"579","E01007107","Sefton 025E","E08000014","Sefton","E08000014","Sefton",1371,302
"580","E01007108","Sefton 025F","E08000014","Sefton","E08000014","Sefton",1580,315
"581","E01007109","Sefton 028E","E08000014","Sefton","E08000014","Sefton",1494,312
"582","E01033094","Sefton 004F","E08000014","Sefton","E08000014","Sefton",992,247
"583","E01033095","Sefton 033F","E08000014","Sefton","E08000014","Sefton",2136,439
"584","E01033096","Sefton 018F","E08000014","Sefton","E08000014","Sefton",2696,630
"585","E01033097","Sefton 004G","E08000014","Sefton","E08000014","Sefton",1095,232
"586","E01007110","Wirral 035A","E08000015","Wirral","E08000015","Wirral",1622,427
"587","E01007111","Wirral 032A","E08000015","Wirral","E08000015","Wirral",1545,337
"588","E01007112","Wirral 032B","E08000015","Wirral","E08000015","Wirral",1524,321
"589","E01007113","Wirral 032C","E08000015","Wirral","E08000015","Wirral",1316,310
"590","E01007114","Wirral 032D","E08000015","Wirral","E08000015","Wirral",1488,210
"591","E01007115","Wirral 031A","E08000015","Wirral","E08000015","Wirral",1592,300
"592","E01007116","Wirral 032E","E08000015","Wirral","E08000015","Wirral",1545,332
"593","E01007117","Wirral 035B","E08000015","Wirral","E08000015","Wirral",1674,270
"594","E01007118","Wirral 035C","E08000015","Wirral","E08000015","Wirral",1636,252
"595","E01007119","Wirral 019A","E08000015","Wirral","E08000015","Wirral",1615,273
"596","E01007120","Wirral 011A","E08000015","Wirral","E08000015","Wirral",1501,229
"597","E01007121","Wirral 011B","E08000015","Wirral","E08000015","Wirral",1490,173
"598","E01007122","Wirral 011C","E08000015","Wirral","E08000015","Wirral",1495,200
"599","E01007123","Wirral 011D","E08000015","Wirral","E08000015","Wirral",1604,160
"600","E01007124","Wirral 011E","E08000015","Wirral","E08000015","Wirral",1619,202
"601","E01007125","Wirral 015A","E08000015","Wirral","E08000015","Wirral",1687,264
"602","E01007126","Wirral 016A","E08000015","Wirral","E08000015","Wirral",2081,255
"603","E01007127","Wirral 016B","E08000015","Wirral","E08000015","Wirral",1679,160
"604","E01007128","Wirral 016C","E08000015","Wirral","E08000015","Wirral",1698,312
"605","E01007129","Wirral 016D","E08000015","Wirral","E08000015","Wirral",1557,193
"606","E01007130","Wirral 021A","E08000015","Wirral","E08000015","Wirral",1816,144
"607","E01007131","Wirral 021B","E08000015","Wirral","E08000015","Wirral",1672,220
"608","E01007133","Wirral 016E","E08000015","Wirral","E08000015","Wirral",1247,234
"609","E01007135","Wirral 039A","E08000015","Wirral","E08000015","Wirral",1534,394
"610","E01007136","Wirral 039B","E08000015","Wirral","E08000015","Wirral",1604,255
"611","E01007137","Wirral 039C","E08000015","Wirral","E08000015","Wirral",1633,349
"612","E01007138","Wirral 031B","E08000015","Wirral","E08000015","Wirral",1690,266
"613","E01007139","Wirral 031C","E08000015","Wirral","E08000015","Wirral",1643,193
"614","E01007140","Wirral 036A","E08000015","Wirral","E08000015","Wirral",2544,240
"615","E01007141","Wirral 031D","E08000015","Wirral","E08000015","Wirral",1640,436
"616","E01007142","Wirral 036B","E08000015","Wirral","E08000015","Wirral",2071,659
"617","E01007143","Wirral 036C","E08000015","Wirral","E08000015","Wirral",2068,229
"618","E01007144","Wirral 038A","E08000015","Wirral","E08000015","Wirral",1401,488
"619","E01007145","Wirral 038B","E08000015","Wirral","E08000015","Wirral",1191,472
"620","E01007146","Wirral 038C","E08000015","Wirral","E08000015","Wirral",1540,499
"621","E01007147","Wirral 038D","E08000015","Wirral","E08000015","Wirral",1398,434
"622","E01007148","Wirral 038E","E08000015","Wirral","E08000015","Wirral",1603,540
"623","E01007149","Wirral 041A","E08000015","Wirral","E08000015","Wirral",1462,473
"624","E01007150","Wirral 041B","E08000015","Wirral","E08000015","Wirral",1422,389
"625","E01007151","Wirral 035D","E08000015","Wirral","E08000015","Wirral",1531,354
"626","E01007152","Wirral 036D","E08000015","Wirral","E08000015","Wirral",1641,431
"627","E01007153","Wirral 036E","E08000015","Wirral","E08000015","Wirral",1436,417
"628","E01007154","Wirral 035E","E08000015","Wirral","E08000015","Wirral",1465,335
"629","E01007155","Wirral 020A","E08000015","Wirral","E08000015","Wirral",1675,375
"630","E01007156","Wirral 015B","E08000015","Wirral","E08000015","Wirral",1477,377
"631","E01007157","Wirral 015C","E08000015","Wirral","E08000015","Wirral",1447,246
"632","E01007158","Wirral 015D","E08000015","Wirral","E08000015","Wirral",1554,433
"633","E01007159","Wirral 015E","E08000015","Wirral","E08000015","Wirral",1908,493
"634","E01007160","Wirral 020B","E08000015","Wirral","E08000015","Wirral",1607,396
"635","E01007161","Wirral 019B","E08000015","Wirral","E08000015","Wirral",1501,368
"636","E01007162","Wirral 019C","E08000015","Wirral","E08000015","Wirral",1494,206
"637","E01007163","Wirral 024A","E08000015","Wirral","E08000015","Wirral",2246,446
"638","E01007164","Wirral 042A","E08000015","Wirral","E08000015","Wirral",1866,333
"639","E01007165","Wirral 041C","E08000015","Wirral","E08000015","Wirral",1258,421
"640","E01007166","Wirral 042B","E08000015","Wirral","E08000015","Wirral",1398,454
"641","E01007167","Wirral 042C","E08000015","Wirral","E08000015","Wirral",1533,248
"642","E01007168","Wirral 042D","E08000015","Wirral","E08000015","Wirral",1744,324
"643","E01007169","Wirral 042E","E08000015","Wirral","E08000015","Wirral",1799,376
"644","E01007170","Wirral 039D","E08000015","Wirral","E08000015","Wirral",1586,453
"645","E01007171","Wirral 041D","E08000015","Wirral","E08000015","Wirral",1560,349
"646","E01007172","Wirral 041E","E08000015","Wirral","E08000015","Wirral",1451,434
"647","E01007173","Wirral 029A","E08000015","Wirral","E08000015","Wirral",1545,357
"648","E01007174","Wirral 029B","E08000015","Wirral","E08000015","Wirral",1757,284
"649","E01007175","Wirral 027A","E08000015","Wirral","E08000015","Wirral",1821,296
"650","E01007176","Wirral 029C","E08000015","Wirral","E08000015","Wirral",1547,257
"651","E01007177","Wirral 029D","E08000015","Wirral","E08000015","Wirral",1591,332
"652","E01007178","Wirral 029E","E08000015","Wirral","E08000015","Wirral",1566,288
"653","E01007179","Wirral 021C","E08000015","Wirral","E08000015","Wirral",1385,148
"654","E01007180","Wirral 022A","E08000015","Wirral","E08000015","Wirral",1519,284
"655","E01007181","Wirral 022B","E08000015","Wirral","E08000015","Wirral",1568,298
"656","E01007182","Wirral 037A","E08000015","Wirral","E08000015","Wirral",1550,544
"657","E01007183","Wirral 034A","E08000015","Wirral","E08000015","Wirral",1262,321
"658","E01007184","Wirral 037B","E08000015","Wirral","E08000015","Wirral",1432,416
"659","E01007185","Wirral 037C","E08000015","Wirral","E08000015","Wirral",1538,317
"660","E01007186","Wirral 040A","E08000015","Wirral","E08000015","Wirral",1521,493
"661","E01007187","Wirral 040B","E08000015","Wirral","E08000015","Wirral",1369,499
"662","E01007188","Wirral 040C","E08000015","Wirral","E08000015","Wirral",1470,439
"663","E01007189","Wirral 040D","E08000015","Wirral","E08000015","Wirral",1625,620
"664","E01007190","Wirral 040E","E08000015","Wirral","E08000015","Wirral",1545,575
"665","E01007191","Wirral 040F","E08000015","Wirral","E08000015","Wirral",1300,400
"666","E01007192","Wirral 037D","E08000015","Wirral","E08000015","Wirral",1313,483
"667","E01007193","Wirral 014A","E08000015","Wirral","E08000015","Wirral",1672,586
"668","E01007194","Wirral 014B","E08000015","Wirral","E08000015","Wirral",1581,392
"669","E01007195","Wirral 013A","E08000015","Wirral","E08000015","Wirral",1573,432
"670","E01007196","Wirral 026A","E08000015","Wirral","E08000015","Wirral",1615,574
"671","E01007197","Wirral 026B","E08000015","Wirral","E08000015","Wirral",1645,449
"672","E01007198","Wirral 026C","E08000015","Wirral","E08000015","Wirral",1790,416
"673","E01007199","Wirral 013B","E08000015","Wirral","E08000015","Wirral",1516,442
"674","E01007200","Wirral 014C","E08000015","Wirral","E08000015","Wirral",1692,435
"675","E01007201","Wirral 014D","E08000015","Wirral","E08000015","Wirral",1452,286
"676","E01007202","Wirral 014E","E08000015","Wirral","E08000015","Wirral",1463,324
"677","E01007203","Wirral 006A","E08000015","Wirral","E08000015","Wirral",2041,394
"678","E01007204","Wirral 009A","E08000015","Wirral","E08000015","Wirral",1767,182
"679","E01007205","Wirral 006B","E08000015","Wirral","E08000015","Wirral",1555,204
"680","E01007206","Wirral 009B","E08000015","Wirral","E08000015","Wirral",1913,270
"681","E01007207","Wirral 009C","E08000015","Wirral","E08000015","Wirral",1350,296
"682","E01007208","Wirral 012A","E08000015","Wirral","E08000015","Wirral",1726,399
"683","E01007209","Wirral 009D","E08000015","Wirral","E08000015","Wirral",1386,373
"684","E01007210","Wirral 006C","E08000015","Wirral","E08000015","Wirral",1951,304
"685","E01007211","Wirral 004A","E08000015","Wirral","E08000015","Wirral",1144,277
"686","E01007212","Wirral 007A","E08000015","Wirral","E08000015","Wirral",1478,348
"687","E01007213","Wirral 007B","E08000015","Wirral","E08000015","Wirral",1486,391
"688","E01007214","Wirral 007C","E08000015","Wirral","E08000015","Wirral",1591,283
"689","E01007215","Wirral 005A","E08000015","Wirral","E08000015","Wirral",1715,402
"690","E01007216","Wirral 005B","E08000015","Wirral","E08000015","Wirral",1620,265
"691","E01007217","Wirral 007D","E08000015","Wirral","E08000015","Wirral",1793,290
"692","E01007218","Wirral 002A","E08000015","Wirral","E08000015","Wirral",1444,164
"693","E01007219","Wirral 005C","E08000015","Wirral","E08000015","Wirral",1647,227
"694","E01007220","Wirral 005D","E08000015","Wirral","E08000015","Wirral",1351,197
"695","E01007221","Wirral 012B","E08000015","Wirral","E08000015","Wirral",1429,338
"696","E01007222","Wirral 013C","E08000015","Wirral","E08000015","Wirral",1573,376
"697","E01007223","Wirral 013D","E08000015","Wirral","E08000015","Wirral",1500,201
"698","E01007224","Wirral 017A","E08000015","Wirral","E08000015","Wirral",1410,392
"699","E01007225","Wirral 012C","E08000015","Wirral","E08000015","Wirral",1970,510
"700","E01007226","Wirral 017B","E08000015","Wirral","E08000015","Wirral",1601,551
"701","E01007227","Wirral 012D","E08000015","Wirral","E08000015","Wirral",1511,304
"702","E01007228","Wirral 012E","E08000015","Wirral","E08000015","Wirral",1453,399
"703","E01007229","Wirral 001A","E08000015","Wirral","E08000015","Wirral",1798,285
"704","E01007230","Wirral 001B","E08000015","Wirral","E08000015","Wirral",1268,274
"705","E01007231","Wirral 001C","E08000015","Wirral","E08000015","Wirral",1611,409
"706","E01007232","Wirral 002B","E08000015","Wirral","E08000015","Wirral",1574,362
"707","E01007233","Wirral 002C","E08000015","Wirral","E08000015","Wirral",1813,307
"708","E01007234","Wirral 002D","E08000015","Wirral","E08000015","Wirral",1475,265
"709","E01007235","Wirral 004B","E08000015","Wirral","E08000015","Wirral",1583,301
"710","E01007236","Wirral 002E","E08000015","Wirral","E08000015","Wirral",1331,266
"711","E01007237","Wirral 001D","E08000015","Wirral","E08000015","Wirral",1687,588
"712","E01007238","Wirral 001E","E08000015","Wirral","E08000015","Wirral",1593,401
"713","E01007239","Wirral 022C","E08000015","Wirral","E08000015","Wirral",1653,213
"714","E01007240","Wirral 020C","E08000015","Wirral","E08000015","Wirral",1680,401
"715","E01007241","Wirral 020D","E08000015","Wirral","E08000015","Wirral",1386,562
"716","E01007242","Wirral 020E","E08000015","Wirral","E08000015","Wirral",1609,530
"717","E01007243","Wirral 022D","E08000015","Wirral","E08000015","Wirral",1516,445
"718","E01007244","Wirral 022E","E08000015","Wirral","E08000015","Wirral",2231,197
"719","E01007245","Wirral 024B","E08000015","Wirral","E08000015","Wirral",1414,357
"720","E01007246","Wirral 024C","E08000015","Wirral","E08000015","Wirral",1467,378
"721","E01007247","Wirral 024D","E08000015","Wirral","E08000015","Wirral",1771,382
"722","E01007248","Wirral 030A","E08000015","Wirral","E08000015","Wirral",1633,404
"723","E01007249","Wirral 025A","E08000015","Wirral","E08000015","Wirral",1401,224
"724","E01007250","Wirral 030B","E08000015","Wirral","E08000015","Wirral",1228,318
"725","E01007251","Wirral 025B","E08000015","Wirral","E08000015","Wirral",1083,265
"726","E01007252","Wirral 024E","E08000015","Wirral","E08000015","Wirral",1333,263
"727","E01007253","Wirral 030C","E08000015","Wirral","E08000015","Wirral",723,160
"728","E01007254","Wirral 030D","E08000015","Wirral","E08000015","Wirral",2683,596
"729","E01007255","Wirral 034B","E08000015","Wirral","E08000015","Wirral",1574,380
"730","E01007256","Wirral 034C","E08000015","Wirral","E08000015","Wirral",1560,620
"731","E01007257","Wirral 025C","E08000015","Wirral","E08000015","Wirral",1376,238
"732","E01007258","Wirral 028A","E08000015","Wirral","E08000015","Wirral",1417,405
"733","E01007259","Wirral 023A","E08000015","Wirral","E08000015","Wirral",1167,311
"734","E01007260","Wirral 028B","E08000015","Wirral","E08000015","Wirral",1560,400
"735","E01007261","Wirral 023B","E08000015","Wirral","E08000015","Wirral",1287,523
"736","E01007262","Wirral 028C","E08000015","Wirral","E08000015","Wirral",1501,452
"737","E01007263","Wirral 026D","E08000015","Wirral","E08000015","Wirral",1388,320
"738","E01007264","Wirral 023C","E08000015","Wirral","E08000015","Wirral",1353,476
"739","E01007265","Wirral 017C","E08000015","Wirral","E08000015","Wirral",1349,241
"740","E01007266","Wirral 023D","E08000015","Wirral","E08000015","Wirral",1508,381
"741","E01007267","Wirral 023E","E08000015","Wirral","E08000015","Wirral",1464,358
"742","E01007268","Wirral 023F","E08000015","Wirral","E08000015","Wirral",1286,496
"743","E01007269","Wirral 010C","E08000015","Wirral","E08000015","Wirral",1711,188
"744","E01007270","Wirral 010D","E08000015","Wirral","E08000015","Wirral",1742,210
"745","E01007271","Wirral 010E","E08000015","Wirral","E08000015","Wirral",1640,232
"746","E01007272","Wirral 008A","E08000015","Wirral","E08000015","Wirral",1559,187
"747","E01007273","Wirral 008B","E08000015","Wirral","E08000015","Wirral",1436,173
"748","E01007274","Wirral 008C","E08000015","Wirral","E08000015","Wirral",1494,185
"749","E01007275","Wirral 005E","E08000015","Wirral","E08000015","Wirral",1501,198
"750","E01007276","Wirral 007E","E08000015","Wirral","E08000015","Wirral",1541,276
"751","E01007277","Wirral 008D","E08000015","Wirral","E08000015","Wirral",1503,217
"752","E01007278","Wirral 008E","E08000015","Wirral","E08000015","Wirral",1482,200
"753","E01007279","Wirral 034D","E08000015","Wirral","E08000015","Wirral",1656,372
"754","E01007280","Wirral 033A","E08000015","Wirral","E08000015","Wirral",1672,421
"755","E01007281","Wirral 028D","E08000015","Wirral","E08000015","Wirral",1336,444
"756","E01007282","Wirral 026E","E08000015","Wirral","E08000015","Wirral",1377,362
"757","E01007283","Wirral 028E","E08000015","Wirral","E08000015","Wirral",1200,429
"758","E01007284","Wirral 033B","E08000015","Wirral","E08000015","Wirral",1663,492
"759","E01007285","Wirral 033C","E08000015","Wirral","E08000015","Wirral",1485,474
"760","E01007286","Wirral 034E","E08000015","Wirral","E08000015","Wirral",1493,392
"761","E01007287","Wirral 033D","E08000015","Wirral","E08000015","Wirral",1798,630
"762","E01007288","Wirral 037E","E08000015","Wirral","E08000015","Wirral",1575,479
"763","E01007289","Wirral 031E","E08000015","Wirral","E08000015","Wirral",1657,154
"764","E01007290","Wirral 027B","E08000015","Wirral","E08000015","Wirral",1936,329
"765","E01007291","Wirral 021D","E08000015","Wirral","E08000015","Wirral",1746,213
"766","E01007292","Wirral 021E","E08000015","Wirral","E08000015","Wirral",1589,162
"767","E01007293","Wirral 027C","E08000015","Wirral","E08000015","Wirral",1483,227
"768","E01007294","Wirral 021F","E08000015","Wirral","E08000015","Wirral",1523,191
"769","E01007295","Wirral 027D","E08000015","Wirral","E08000015","Wirral",1551,132
"770","E01007296","Wirral 027E","E08000015","Wirral","E08000015","Wirral",1625,225
"771","E01007297","Wirral 018A","E08000015","Wirral","E08000015","Wirral",1552,421
"772","E01007298","Wirral 018B","E08000015","Wirral","E08000015","Wirral",1562,520
"773","E01007299","Wirral 017D","E08000015","Wirral","E08000015","Wirral",1338,327
"774","E01007300","Wirral 019D","E08000015","Wirral","E08000015","Wirral",2269,303
"775","E01007301","Wirral 018C","E08000015","Wirral","E08000015","Wirral",1635,448
"776","E01007302","Wirral 018D","E08000015","Wirral","E08000015","Wirral",1824,375
"777","E01007303","Wirral 025D","E08000015","Wirral","E08000015","Wirral",1415,256
"778","E01007304","Wirral 025E","E08000015","Wirral","E08000015","Wirral",1487,270
"779","E01007305","Wirral 018E","E08000015","Wirral","E08000015","Wirral",1599,423
"780","E01007306","Wirral 017E","E08000015","Wirral","E08000015","Wirral",1570,367
"781","E01007307","Wirral 003A","E08000015","Wirral","E08000015","Wirral",1737,396
"782","E01007308","Wirral 003B","E08000015","Wirral","E08000015","Wirral",1486,496
"783","E01007309","Wirral 006D","E08000015","Wirral","E08000015","Wirral",1474,364
"784","E01007310","Wirral 004C","E08000015","Wirral","E08000015","Wirral",1342,313
"785","E01007311","Wirral 004D","E08000015","Wirral","E08000015","Wirral",1409,362
"786","E01007312","Wirral 003C","E08000015","Wirral","E08000015","Wirral",1400,333
"787","E01007313","Wirral 003D","E08000015","Wirral","E08000015","Wirral",1603,417
"788","E01007314","Wirral 004E","E08000015","Wirral","E08000015","Wirral",1492,289
"789","E01007315","Wirral 003E","E08000015","Wirral","E08000015","Wirral",1544,289
"790","E01007316","Wirral 004F","E08000015","Wirral","E08000015","Wirral",1417,322
"791","E01032903","Wirral 010F","E08000015","Wirral","E08000015","Wirral",2921,363
